# Athena++ data at time=6.000000e-01  cycle=7794  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3         Bcc1         Bcc2         Bcc3     
0355  7.23170e-01  4.35171e+00  6.61131e-01  6.08308e+00  2.07894e-15 -5.91481e+00  9.51470e-01  1.35378e-14 -1.84646e+00
0356  7.25074e-01  4.32886e+00  6.55354e-01  6.08311e+00  1.26971e-15 -5.93047e+00  9.46478e-01  1.06599e-14 -1.84162e+00
0357  7.26978e-01  4.30619e+00  6.49643e-01  6.08313e+00 -6.52287e-17 -5.94614e+00  9.41526e-01  7.91343e-15 -1.83680e+00
0358  7.28883e-01  4.28370e+00  6.43996e-01  6.08316e+00 -2.13169e-15 -5.96180e+00  9.36612e-01  4.62189e-15 -1.83201e+00
0359  7.30787e-01  4.26138e+00  6.38413e-01  6.08318e+00 -4.89491e-15 -5.97747e+00  9.31737e-01  1.16207e-15 -1.82724e+00
0360  7.32691e-01  4.23924e+00  6.32893e-01  6.08321e+00 -8.04468e-15 -5.99313e+00  9.26899e-01 -1.64859e-15 -1.82249e+00
0361  7.34596e-01  4.21727e+00  6.27435e-01  6.08324e+00 -8.99391e-15 -6.00880e+00  9.22100e-01 -1.81318e-15 -1.81778e+00
0362  7.36500e-01  4.19547e+00  6.22037e-01  6.08326e+00 -8.90962e-15 -6.02446e+00  9.17337e-01 -2.31387e-15 -1.81308e+00
0363  7.38404e-01  4.17384e+00  6.16700e-01  6.08328e+00 -8.58699e-15 -6.04012e+00  9.12611e-01 -4.49277e-15 -1.80841e+00
0364  7.40308e-01  4.15238e+00  6.11423e-01  6.08331e+00 -8.03453e-15 -6.05579e+00  9.07922e-01 -8.90322e-15 -1.80376e+00
0365  7.42213e-01  4.13108e+00  6.06204e-01  6.08333e+00 -7.34210e-15 -6.07145e+00  9.03268e-01 -1.24953e-14 -1.79914e+00
0366  7.44117e-01  4.10995e+00  6.01043e-01  6.08336e+00 -6.06376e-15 -6.08711e+00  8.98651e-01 -1.29344e-14 -1.79454e+00
0367  7.46021e-01  4.08897e+00  5.95938e-01  6.08338e+00 -4.37265e-15 -6.10278e+00  8.94068e-01 -1.38672e-14 -1.78996e+00
0368  7.47926e-01  4.06816e+00  5.90890e-01  6.08340e+00 -3.25511e-15 -6.11844e+00  8.89521e-01 -1.61260e-14 -1.78541e+00
0369  7.49830e-01  4.04751e+00  5.85898e-01  6.08343e+00 -2.40254e-15 -6.13410e+00  8.85008e-01 -1.64279e-14 -1.78088e+00
0370  7.51734e-01  4.02701e+00  5.80960e-01  6.08345e+00 -1.48681e-15 -6.14976e+00  8.80530e-01 -1.51660e-14 -1.77638e+00
0371  7.53638e-01  4.00667e+00  5.76076e-01  6.08347e+00 -4.84777e-16 -6.16543e+00  8.76085e-01 -1.22115e-14 -1.77189e+00
0372  7.55543e-01  3.98648e+00  5.71245e-01  6.08349e+00  3.49020e-16 -6.18109e+00  8.71674e-01 -8.67996e-15 -1.76743e+00
0373  7.57447e-01  3.96645e+00  5.66467e-01  6.08351e+00  1.14658e-15 -6.19675e+00  8.67296e-01 -4.58829e-15 -1.76299e+00
0374  7.59351e-01  3.94656e+00  5.61741e-01  6.08353e+00  1.91064e-15 -6.21241e+00  8.62952e-01 -1.04680e-15 -1.75858e+00
0375  7.61256e-01  3.92683e+00  5.57066e-01  6.08356e+00  2.43294e-15 -6.22807e+00  8.58639e-01  1.48988e-15 -1.75418e+00
0376  7.63160e-01  3.90724e+00  5.52442e-01  6.08358e+00  3.08701e-15 -6.24373e+00  8.54359e-01  3.39959e-15 -1.74981e+00
0377  7.65064e-01  3.88780e+00  5.47867e-01  6.08360e+00  3.62918e-15 -6.25940e+00  8.50111e-01  3.12120e-15 -1.74546e+00
0378  7.66969e-01  3.86850e+00  5.43341e-01  6.08362e+00  3.66066e-15 -6.27506e+00  8.45894e-01  1.38802e-15 -1.74113e+00
0379  7.68873e-01  3.84935e+00  5.38864e-01  6.08364e+00  3.67322e-15 -6.29072e+00  8.41709e-01  9.34299e-16 -1.73682e+00
0380  7.70777e-01  3.83034e+00  5.34435e-01  6.08366e+00  4.02945e-15 -6.30638e+00  8.37555e-01  2.04894e-15 -1.73254e+00
0381  7.72681e-01  3.81147e+00  5.30053e-01  6.08368e+00  4.70708e-15 -6.32204e+00  8.33431e-01  2.63321e-15 -1.72827e+00
0382  7.74586e-01  3.79274e+00  5.25717e-01  6.08370e+00  5.12187e-15 -6.33770e+00  8.29338e-01  2.22214e-15 -1.72403e+00
0383  7.76490e-01  3.77414e+00  5.21428e-01  6.08371e+00  5.32542e-15 -6.35336e+00  8.25275e-01  1.44883e-15 -1.71980e+00
0384  7.78394e-01  3.75569e+00  5.17184e-01  6.08373e+00  5.58944e-15 -6.36902e+00  8.21241e-01  1.50027e-15 -1.71560e+00
0385  7.80299e-01  3.73736e+00  5.12985e-01  6.08375e+00  6.14247e-15 -6.38468e+00  8.17238e-01  3.00853e-15 -1.71142e+00
0386  7.82203e-01  3.71918e+00  5.08830e-01  6.08377e+00  7.53840e-15 -6.40033e+00  8.13263e-01  6.72689e-15 -1.70726e+00
0387  7.84107e-01  3.70112e+00  5.04718e-01  6.08379e+00  8.57970e-15 -6.41599e+00  8.09317e-01  7.61334e-15 -1.70312e+00
0388  7.86012e-01  3.68320e+00  5.00650e-01  6.08381e+00  8.83480e-15 -6.43165e+00  8.05400e-01  7.07675e-15 -1.69899e+00
0389  7.87916e-01  3.66540e+00  4.96624e-01  6.08382e+00  8.44885e-15 -6.44731e+00  8.01511e-01  3.46127e-15 -1.69489e+00
0390  7.89820e-01  3.64774e+00  4.92641e-01  6.08384e+00  6.62443e-15 -6.46297e+00  7.97651e-01 -1.92236e-15 -1.69081e+00
0391  7.91724e-01  3.63020e+00  4.88699e-01  6.08386e+00  3.33374e-15 -6.47863e+00  7.93818e-01 -4.35958e-15 -1.68675e+00
0392  7.93629e-01  3.61279e+00  4.84797e-01  6.08387e+00 -2.79255e-16 -6.49429e+00  7.90013e-01 -3.91637e-15 -1.68270e+00
0393  7.95533e-01  3.59550e+00  4.80936e-01  6.08389e+00 -2.23937e-15 -6.50994e+00  7.86235e-01 -1.94017e-15 -1.67868e+00
0394  7.97437e-01  3.57834e+00  4.77115e-01  6.08391e+00 -2.41865e-15 -6.52560e+00  7.82484e-01  2.02196e-15 -1.67468e+00
0395  7.99342e-01  3.56130e+00  4.73334e-01  6.08392e+00 -2.17624e-15 -6.54126e+00  7.78760e-01  7.10725e-15 -1.67069e+00
0396  8.01246e-01  3.54438e+00  4.69591e-01  6.08394e+00 -1.79338e-15 -6.55692e+00  7.75062e-01  9.52542e-15 -1.66673e+00
0397  8.03150e-01  3.52758e+00  4.65887e-01  6.08396e+00 -1.06183e-15 -6.57257e+00  7.71391e-01  1.12597e-14 -1.66278e+00
0398  8.05054e-01  3.51090e+00  4.62220e-01  6.08397e+00  4.57980e-16 -6.58823e+00  7.67746e-01  1.13524e-14 -1.65885e+00
0399  8.06959e-01  3.49434e+00  4.58591e-01  6.08399e+00  1.09606e-15 -6.60389e+00  7.64126e-01  9.84031e-15 -1.65494e+00
0400  8.08863e-01  3.47790e+00  4.54999e-01  6.08400e+00  1.14149e-15 -6.61954e+00  7.60532e-01  8.23407e-15 -1.65105e+00
0401  8.10767e-01  3.46157e+00  4.51444e-01  6.08402e+00  1.26639e-15 -6.63520e+00  7.56963e-01  7.18106e-15 -1.64717e+00
0402  8.12672e-01  3.44536e+00  4.47924e-01  6.08403e+00  1.17416e-15 -6.65086e+00  7.53420e-01  4.11025e-15 -1.64332e+00
0403  8.14576e-01  3.42926e+00  4.44440e-01  6.08405e+00  6.86698e-16 -6.66651e+00  7.49901e-01 -3.53759e-16 -1.63948e+00
0404  8.16480e-01  3.41327e+00  4.40991e-01  6.08406e+00  2.23923e-16 -6.68217e+00  7.46407e-01 -2.97798e-15 -1.63566e+00
0405  8.18385e-01  3.39740e+00  4.37577e-01  6.08407e+00  2.13413e-16 -6.69782e+00  7.42937e-01 -3.34915e-15 -1.63186e+00
0406  8.20289e-01  3.38163e+00  4.34198e-01  6.08409e+00  7.53435e-16 -6.71348e+00  7.39491e-01 -2.78616e-15 -1.62808e+00
0407  8.22193e-01  3.36598e+00  4.30852e-01  6.08410e+00  2.16214e-15 -6.72914e+00  7.36069e-01 -4.16994e-15 -1.62431e+00
0408  8.24097e-01  3.35043e+00  4.27539e-01  6.08411e+00  3.22998e-15 -6.74479e+00  7.32671e-01 -8.57035e-15 -1.62056e+00
0409  8.26002e-01  3.33499e+00  4.24260e-01  6.08413e+00  3.82477e-15 -6.76045e+00  7.29297e-01 -1.05926e-14 -1.61683e+00
0410  8.27906e-01  3.31966e+00  4.21013e-01  6.08414e+00  4.41143e-15 -6.77610e+00  7.25945e-01 -9.40976e-15 -1.61311e+00
0411  8.29810e-01  3.30443e+00  4.17799e-01  6.08415e+00  5.71468e-15 -6.79176e+00  7.22617e-01 -4.19162e-15 -1.60942e+00
0412  8.31715e-01  3.28931e+00  4.14616e-01  6.08417e+00  7.91456e-15 -6.80741e+00  7.19311e-01  2.06499e-15 -1.60574e+00
0413  8.33619e-01  3.27429e+00  4.11465e-01  6.08418e+00  1.04305e-14 -6.82306e+00  7.16029e-01  6.88746e-15 -1.60207e+00
0414  8.35523e-01  3.25937e+00  4.08345e-01  6.08419e+00  1.30709e-14 -6.83872e+00  7.12768e-01  1.14355e-14 -1.59842e+00
0415  8.37427e-01  3.24456e+00  4.05255e-01  6.08420e+00  1.62030e-14 -6.85437e+00  7.09530e-01  1.51527e-14 -1.59479e+00
0416  8.39332e-01  3.22985e+00  4.02196e-01  6.08422e+00  1.83629e-14 -6.87003e+00  7.06314e-01  1.55762e-14 -1.59118e+00
0417  8.41236e-01  3.21523e+00  3.99167e-01  6.08423e+00  1.88327e-14 -6.88568e+00  7.03119e-01  1.33956e-14 -1.58758e+00
0418  8.43140e-01  3.20072e+00  3.96168e-01  6.08424e+00  1.88561e-14 -6.90133e+00  6.99947e-01  7.90253e-15 -1.58400e+00
0419  8.45045e-01  3.18630e+00  3.93197e-01  6.08425e+00  1.90609e-14 -6.91699e+00  6.96795e-01  1.79095e-15 -1.58043e+00
0420  8.46949e-01  3.17198e+00  3.90256e-01  6.08426e+00  1.98552e-14 -6.93264e+00  6.93665e-01 -1.95216e-15 -1.57689e+00
0421  8.48853e-01  3.15776e+00  3.87343e-01  6.08427e+00  2.01105e-14 -6.94830e+00  6.90556e-01 -4.46519e-15 -1.57335e+00
0422  8.50758e-01  3.14363e+00  3.84458e-01  6.08428e+00  2.00703e-14 -6.96395e+00  6.87468e-01 -4.25854e-15 -1.56983e+00
0423  8.52662e-01  3.12960e+00  3.81602e-01  6.08430e+00  1.95778e-14 -6.97960e+00  6.84401e-01 -3.84513e-15 -1.56633e+00
0424  8.54566e-01  3.11566e+00  3.78772e-01  6.08431e+00  1.78411e-14 -6.99525e+00  6.81353e-01 -3.47586e-15 -1.56285e+00
0425  8.56470e-01  3.10182e+00  3.75970e-01  6.08432e+00  1.62388e-14 -7.01091e+00  6.78327e-01  1.14759e-16 -1.55937e+00
0426  8.58375e-01  3.08806e+00  3.73195e-01  6.08433e+00  1.59272e-14 -7.02656e+00  6.75320e-01  5.49890e-15 -1.55592e+00
0427  8.60279e-01  3.07440e+00  3.70447e-01  6.08434e+00  1.59702e-14 -7.04221e+00  6.72333e-01  6.86403e-15 -1.55248e+00
0428  8.62183e-01  3.06083e+00  3.67725e-01  6.08435e+00  1.57804e-14 -7.05786e+00  6.69367e-01  3.50365e-15 -1.54905e+00
0429  8.64088e-01  3.04734e+00  3.65028e-01  6.08436e+00  1.41753e-14 -7.07352e+00  6.66419e-01 -5.21890e-15 -1.54564e+00
0430  8.65992e-01  3.03395e+00  3.62358e-01  6.08437e+00  1.04717e-14 -7.08917e+00  6.63491e-01 -1.02733e-14 -1.54225e+00
0431  8.67896e-01  3.02065e+00  3.59712e-01  6.08438e+00  5.72064e-15 -7.10482e+00  6.60583e-01 -1.09841e-14 -1.53887e+00
0432  8.69800e-01  3.00743e+00  3.57092e-01  6.08439e+00  1.87420e-15 -7.12047e+00  6.57693e-01 -8.04323e-15 -1.53550e+00
0433  8.71705e-01  2.99430e+00  3.54496e-01  6.08440e+00  7.39155e-16 -7.13612e+00  6.54823e-01 -1.38136e-15 -1.53215e+00
0434  8.73609e-01  2.98125e+00  3.51925e-01  6.08441e+00  5.65282e-16 -7.15177e+00  6.51971e-01  1.75132e-15 -1.52882e+00
0435  8.75513e-01  2.96829e+00  3.49379e-01  6.08441e+00  3.67942e-16 -7.16743e+00  6.49137e-01  1.05303e-15 -1.52550e+00
0436  8.77418e-01  2.95542e+00  3.46856e-01  6.08442e+00 -3.79575e-16 -7.18308e+00  6.46323e-01 -2.08465e-15 -1.52219e+00
0437  8.79322e-01  2.94263e+00  3.44356e-01  6.08443e+00 -2.11950e-15 -7.19873e+00  6.43526e-01 -4.34787e-15 -1.51890e+00
0438  8.81226e-01  2.92992e+00  3.41881e-01  6.08444e+00 -2.68826e-15 -7.21438e+00  6.40748e-01 -3.46394e-15 -1.51562e+00
0439  8.83131e-01  2.91729e+00  3.39428e-01  6.08445e+00 -2.65390e-15 -7.23003e+00  6.37987e-01  3.64981e-17 -1.51235e+00
0440  8.85035e-01  2.90474e+00  3.36998e-01  6.08446e+00 -2.17108e-15 -7.24568e+00  6.35244e-01  6.66121e-15 -1.50910e+00
0441  8.86939e-01  2.89228e+00  3.34590e-01  6.08447e+00 -6.96945e-16 -7.26133e+00  6.32519e-01  1.24579e-14 -1.50587e+00
0442  8.88843e-01  2.87989e+00  3.32205e-01  6.08447e+00  1.72002e-15 -7.27698e+00  6.29812e-01  1.31621e-14 -1.50264e+00
0443  8.90748e-01  2.86759e+00  3.29842e-01  6.08448e+00  4.10126e-15 -7.29263e+00  6.27122e-01  1.08215e-14 -1.49944e+00
0444  8.92652e-01  2.85536e+00  3.27501e-01  6.08449e+00  6.64418e-15 -7.30828e+00  6.24448e-01  9.25888e-15 -1.49624e+00
0445  8.94556e-01  2.84321e+00  3.25181e-01  6.08450e+00  1.05891e-14 -7.32393e+00  6.21793e-01  9.94085e-15 -1.49306e+00
0446  8.96461e-01  2.83114e+00  3.22883e-01  6.08450e+00  1.37695e-14 -7.33958e+00  6.19153e-01  8.20604e-15 -1.48989e+00
0447  8.98365e-01  2.81915e+00  3.20606e-01  6.08451e+00  1.54855e-14 -7.35523e+00  6.16531e-01  4.03934e-15 -1.48674e+00
0448  9.00269e-01  2.80723e+00  3.18349e-01  6.08452e+00  1.60954e-14 -7.37088e+00  6.13926e-01 -2.32635e-15 -1.48360e+00
0449  9.02174e-01  2.79539e+00  3.16114e-01  6.08453e+00  1.60991e-14 -7.38653e+00  6.11336e-01 -6.78468e-15 -1.48047e+00
0450  9.04078e-01  2.78362e+00  3.13898e-01  6.08453e+00  1.60306e-14 -7.40218e+00  6.08763e-01 -7.89977e-15 -1.47735e+00
0451  9.05982e-01  2.77193e+00  3.11703e-01  6.08454e+00  1.53835e-14 -7.41783e+00  6.06207e-01 -9.38305e-15 -1.47425e+00
0452  9.07886e-01  2.76031e+00  3.09528e-01  6.08455e+00  1.37812e-14 -7.43348e+00  6.03666e-01 -1.10285e-14 -1.47116e+00
0453  9.09791e-01  2.74876e+00  3.07372e-01  6.08455e+00  1.12473e-14 -7.44913e+00  6.01142e-01 -1.12656e-14 -1.46809e+00
0454  9.11695e-01  2.73729e+00  3.05236e-01  6.08456e+00  8.58841e-15 -7.46478e+00  5.98633e-01 -9.95215e-15 -1.46502e+00
0455  9.13599e-01  2.72588e+00  3.03119e-01  6.08457e+00  8.12916e-15 -7.48042e+00  5.96140e-01 -7.01237e-15 -1.46197e+00
0456  9.15504e-01  2.71455e+00  3.01021e-01  6.08457e+00  8.22464e-15 -7.49607e+00  5.93662e-01 -4.83117e-15 -1.45894e+00
0457  9.17408e-01  2.70329e+00  2.98942e-01  6.08458e+00  8.18740e-15 -7.51172e+00  5.91200e-01 -3.25264e-15 -1.45591e+00
0458  9.19312e-01  2.69210e+00  2.96881e-01  6.08459e+00  7.91436e-15 -7.52737e+00  5.88753e-01  2.12392e-16 -1.45290e+00
0459  9.21216e-01  2.68098e+00  2.94840e-01  6.08459e+00  7.39248e-15 -7.54302e+00  5.86321e-01  5.32166e-15 -1.44990e+00
0460  9.23121e-01  2.66992e+00  2.92816e-01  6.08460e+00  6.56328e-15 -7.55867e+00  5.83905e-01  9.66321e-15 -1.44691e+00
0461  9.25025e-01  2.65894e+00  2.90810e-01  6.08460e+00  6.17269e-15 -7.57431e+00  5.81503e-01  1.42701e-14 -1.44394e+00
0462  9.26929e-01  2.64802e+00  2.88822e-01  6.08461e+00  6.44245e-15 -7.58996e+00  5.79116e-01  1.89724e-14 -1.44098e+00
0463  9.28834e-01  2.63717e+00  2.86852e-01  6.08461e+00  7.88139e-15 -7.60561e+00  5.76743e-01  2.02862e-14 -1.43802e+00
0464  9.30738e-01  2.62639e+00  2.84899e-01  6.08462e+00  8.44937e-15 -7.62126e+00  5.74386e-01  1.76854e-14 -1.43509e+00
0465  9.32642e-01  2.61567e+00  2.82964e-01  6.08462e+00  8.28062e-15 -7.63691e+00  5.72042e-01  1.19996e-14 -1.43216e+00
0466  9.34547e-01  2.60502e+00  2.81045e-01  6.08463e+00  8.36736e-15 -7.65255e+00  5.69713e-01  8.83123e-15 -1.42924e+00
0467  9.36451e-01  2.59443e+00  2.79143e-01  6.08463e+00  8.39569e-15 -7.66820e+00  5.67398e-01  6.74508e-15 -1.42634e+00
0468  9.38355e-01  2.58391e+00  2.77258e-01  6.08464e+00  8.32180e-15 -7.68385e+00  5.65098e-01  4.12879e-15 -1.42345e+00
0469  9.40259e-01  2.57345e+00  2.75390e-01  6.08464e+00  7.97593e-15 -7.69949e+00  5.62811e-01  1.92113e-15 -1.42057e+00
0470  9.42164e-01  2.56306e+00  2.73538e-01  6.08465e+00  7.33937e-15 -7.71514e+00  5.60538e-01  1.43728e-15 -1.41770e+00
0471  9.44068e-01  2.55272e+00  2.71702e-01  6.08465e+00  6.82807e-15 -7.73079e+00  5.58279e-01  1.80983e-15 -1.41485e+00
0472  9.45972e-01  2.54246e+00  2.69882e-01  6.08466e+00  7.04149e-15 -7.74644e+00  5.56033e-01  2.43421e-15 -1.41200e+00
0473  9.47877e-01  2.53225e+00  2.68078e-01  6.08466e+00  7.07069e-15 -7.76208e+00  5.53801e-01  1.24173e-15 -1.40917e+00
0474  9.49781e-01  2.52210e+00  2.66290e-01  6.08467e+00  6.71639e-15 -7.77773e+00  5.51582e-01 -2.40940e-15 -1.40635e+00
0475  9.51685e-01  2.51201e+00  2.64517e-01  6.08467e+00  6.03458e-15 -7.79338e+00  5.49377e-01 -7.09688e-15 -1.40354e+00
0476  9.53590e-01  2.50199e+00  2.62759e-01  6.08468e+00  4.62574e-15 -7.80902e+00  5.47185e-01 -1.16388e-14 -1.40074e+00
0477  9.55494e-01  2.49202e+00  2.61017e-01  6.08468e+00  2.30880e-15 -7.82467e+00  5.45006e-01 -1.24926e-14 -1.39795e+00
0478  9.57398e-01  2.48212e+00  2.59289e-01  6.08468e+00  1.00109e-15 -7.84031e+00  5.42840e-01 -1.01867e-14 -1.39517e+00
0479  9.59302e-01  2.47227e+00  2.57576e-01  6.08469e+00  1.07533e-15 -7.85596e+00  5.40687e-01 -4.43471e-15 -1.39240e+00
0480  9.61207e-01  2.46248e+00  2.55878e-01  6.08469e+00  1.23400e-15 -7.87161e+00  5.38546e-01 -1.53898e-15 -1.38965e+00
0481  9.63111e-01  2.45275e+00  2.54195e-01  6.08470e+00  1.19281e-15 -7.88725e+00  5.36418e-01 -2.41807e-15 -1.38690e+00
0482  9.65015e-01  2.44308e+00  2.52526e-01  6.08470e+00  5.44953e-16 -7.90290e+00  5.34303e-01 -7.81418e-15 -1.38417e+00
0483  9.66920e-01  2.43346e+00  2.50871e-01  6.08470e+00 -1.70225e-15 -7.91854e+00  5.32201e-01 -1.59365e-14 -1.38145e+00
0484  9.68824e-01  2.42391e+00  2.49230e-01  6.08471e+00 -5.89394e-15 -7.93419e+00  5.30110e-01 -2.07660e-14 -1.37874e+00
0485  9.70728e-01  2.41440e+00  2.47603e-01  6.08471e+00 -1.07410e-14 -7.94983e+00  5.28033e-01 -2.14767e-14 -1.37603e+00
0486  9.72632e-01  2.40496e+00  2.45990e-01  6.08471e+00 -1.34870e-14 -7.96548e+00  5.25967e-01 -1.95647e-14 -1.37334e+00
0487  9.74537e-01  2.39556e+00  2.44391e-01  6.08472e+00 -1.37032e-14 -7.98113e+00  5.23913e-01 -1.47002e-14 -1.37066e+00
0488  9.76441e-01  2.38623e+00  2.42805e-01  6.08472e+00 -1.37688e-14 -7.99677e+00  5.21871e-01 -1.00380e-14 -1.36799e+00
0489  9.78345e-01  2.37695e+00  2.41232e-01  6.08472e+00 -1.33737e-14 -8.01242e+00  5.19842e-01 -5.50495e-15 -1.36533e+00
0490  9.80250e-01  2.36772e+00  2.39673e-01  6.08473e+00 -1.17879e-14 -8.02806e+00  5.17824e-01 -1.07133e-15 -1.36269e+00
0491  9.82154e-01  2.35854e+00  2.38127e-01  6.08473e+00 -9.17877e-15 -8.04371e+00  5.15818e-01  1.85415e-15 -1.36005e+00
0492  9.84058e-01  2.34942e+00  2.36593e-01  6.08473e+00 -6.03156e-15 -8.05935e+00  5.13823e-01  4.60564e-15 -1.35742e+00
0493  9.85963e-01  2.34035e+00  2.35073e-01  6.08473e+00 -1.90040e-15 -8.07500e+00  5.11840e-01  8.27786e-15 -1.35480e+00
0494  9.87867e-01  2.33134e+00  2.33565e-01  6.08474e+00  3.24213e-15 -8.09064e+00  5.09868e-01  1.05483e-14 -1.35219e+00
0495  9.89771e-01  2.32237e+00  2.32070e-01  6.08474e+00  7.23359e-15 -8.10628e+00  5.07908e-01  1.04481e-14 -1.34959e+00
0496  9.91675e-01  2.31346e+00  2.30587e-01  6.08474e+00  7.95614e-15 -8.12193e+00  5.05959e-01  7.84899e-15 -1.34700e+00
0497  9.93580e-01  2.30460e+00  2.29116e-01  6.08474e+00  8.08784e-15 -8.13757e+00  5.04022e-01  3.62043e-15 -1.34442e+00
0498  9.95484e-01  2.29579e+00  2.27658e-01  6.08475e+00  7.59193e-15 -8.15322e+00  5.02095e-01 -2.84684e-15 -1.34186e+00
0499  9.97388e-01  2.28703e+00  2.26211e-01  6.08475e+00  5.97558e-15 -8.16886e+00  5.00179e-01 -6.31288e-15 -1.33930e+00
0500  9.99293e-01  2.27832e+00  2.24777e-01  6.08475e+00  5.53286e-15 -8.18451e+00  4.98275e-01 -5.92690e-15 -1.33675e+00
0501  1.00120e+00  2.26966e+00  2.23354e-01  6.08475e+00  5.52693e-15 -8.20015e+00  4.96381e-01 -4.30569e-15 -1.33421e+00
0502  1.00310e+00  2.26105e+00  2.21943e-01  6.08476e+00  6.07314e-15 -8.21579e+00  4.94498e-01 -1.82149e-15 -1.33168e+00
0503  1.00501e+00  2.25249e+00  2.20544e-01  6.08476e+00  6.79843e-15 -8.23144e+00  4.92626e-01 -1.25947e-15 -1.32916e+00
0504  1.00691e+00  2.24398e+00  2.19156e-01  6.08476e+00  6.80187e-15 -8.24708e+00  4.90764e-01 -1.89249e-15 -1.32665e+00
0505  1.00881e+00  2.23551e+00  2.17779e-01  6.08476e+00  6.36037e-15 -8.26272e+00  4.88913e-01 -4.03987e-15 -1.32415e+00
0506  1.01072e+00  2.22709e+00  2.16414e-01  6.08476e+00  5.13891e-15 -8.27837e+00  4.87072e-01 -5.72144e-15 -1.32166e+00
0507  1.01262e+00  2.21873e+00  2.15060e-01  6.08476e+00  4.37619e-15 -8.29401e+00  4.85242e-01 -5.80872e-15 -1.31917e+00
0508  1.01453e+00  2.21040e+00  2.13717e-01  6.08477e+00  4.29625e-15 -8.30965e+00  4.83422e-01 -4.94665e-15 -1.31670e+00
0509  1.01643e+00  2.20213e+00  2.12384e-01  6.08477e+00  4.87596e-15 -8.32530e+00  4.81612e-01 -2.28740e-15 -1.31424e+00
0510  1.01834e+00  2.19390e+00  2.11063e-01  6.08477e+00  6.69294e-15 -8.34094e+00  4.79812e-01 -9.38642e-16 -1.31178e+00
0511  1.02024e+00  2.18571e+00  2.09752e-01  6.08477e+00  9.03989e-15 -8.35658e+00  4.78023e-01 -7.08113e-16 -1.30934e+00
0512  1.02214e+00  2.17758e+00  2.08451e-01  6.08477e+00  1.06030e-14 -8.37223e+00  4.76243e-01 -5.98850e-16 -1.30690e+00
0513  1.02405e+00  2.16948e+00  2.07161e-01  6.08477e+00  1.17054e-14 -8.38787e+00  4.74473e-01  3.80519e-16 -1.30447e+00
0514  1.02595e+00  2.16144e+00  2.05882e-01  6.08477e+00  1.28589e-14 -8.40351e+00  4.72714e-01  2.08605e-15 -1.30205e+00
0515  1.02786e+00  2.15343e+00  2.04613e-01  6.08478e+00  1.37277e-14 -8.41916e+00  4.70964e-01  2.64888e-15 -1.29964e+00
0516  1.02976e+00  2.14548e+00  2.03353e-01  6.08478e+00  1.38766e-14 -8.43480e+00  4.69223e-01  2.28389e-15 -1.29724e+00
0517  1.03167e+00  2.13756e+00  2.02104e-01  6.08478e+00  1.36667e-14 -8.45044e+00  4.67492e-01  9.08457e-17 -1.29485e+00
0518  1.03357e+00  2.12969e+00  2.00865e-01  6.08478e+00  1.28640e-14 -8.46608e+00  4.65771e-01 -3.44922e-15 -1.29247e+00
0519  1.03547e+00  2.12187e+00  1.99636e-01  6.08478e+00  1.12906e-14 -8.48173e+00  4.64060e-01 -6.09721e-15 -1.29010e+00
0520  1.03738e+00  2.11408e+00  1.98417e-01  6.08478e+00  9.27246e-15 -8.49737e+00  4.62357e-01 -7.84085e-15 -1.28773e+00
0521  1.03928e+00  2.10634e+00  1.97207e-01  6.08478e+00  6.82609e-15 -8.51301e+00  4.60664e-01 -9.35976e-15 -1.28537e+00
0522  1.04119e+00  2.09864e+00  1.96007e-01  6.08478e+00  4.89701e-15 -8.52865e+00  4.58981e-01 -8.97298e-15 -1.28303e+00
0523  1.04309e+00  2.09099e+00  1.94816e-01  6.08478e+00  4.00338e-15 -8.54429e+00  4.57306e-01 -8.05975e-15 -1.28069e+00
0524  1.04500e+00  2.08337e+00  1.93634e-01  6.08478e+00  2.91696e-15 -8.55994e+00  4.55641e-01 -8.90828e-15 -1.27835e+00
0525  1.04690e+00  2.07580e+00  1.92462e-01  6.08478e+00  1.52327e-15 -8.57558e+00  4.53985e-01 -9.08080e-15 -1.27603e+00
0526  1.04880e+00  2.06827e+00  1.91299e-01  6.08478e+00  2.02646e-16 -8.59122e+00  4.52338e-01 -8.45104e-15 -1.27372e+00
0527  1.05071e+00  2.06078e+00  1.90146e-01  6.08478e+00 -1.16700e-15 -8.60686e+00  4.50699e-01 -7.05559e-15 -1.27141e+00
0528  1.05261e+00  2.05333e+00  1.89001e-01  6.08478e+00 -2.45657e-15 -8.62250e+00  4.49070e-01 -4.71863e-15 -1.26912e+00
0529  1.05452e+00  2.04592e+00  1.87865e-01  6.08478e+00 -4.13866e-15 -8.63815e+00  4.47450e-01 -2.41572e-15 -1.26683e+00
0530  1.05642e+00  2.03855e+00  1.86738e-01  6.08478e+00 -5.91294e-15 -8.65379e+00  4.45838e-01  8.42927e-16 -1.26455e+00
0531  1.05833e+00  2.03122e+00  1.85620e-01  6.08478e+00 -7.56015e-15 -8.66943e+00  4.44235e-01  3.54686e-15 -1.26227e+00
0532  1.06023e+00  2.02393e+00  1.84511e-01  6.08478e+00 -9.30130e-15 -8.68507e+00  4.42640e-01  4.68845e-15 -1.26001e+00
0533  1.06213e+00  2.01667e+00  1.83410e-01  6.08478e+00 -1.14706e-14 -8.70071e+00  4.41054e-01  5.25050e-15 -1.25775e+00
