# Athena++ data at time=6.000000e-01  cycle=7794  variables=prim 
# i       x1v         rho          press          vel1         vel2         vel3         Bcc1         Bcc2         Bcc3     
0890  1.74197e+00  7.49892e-01  3.52369e-02  6.08337e+00 -3.09466e-14 -1.42817e+01  1.63966e-01  7.80917e-15 -7.67365e-01
0891  1.74387e+00  7.48256e-01  3.51088e-02  6.08336e+00 -3.08516e-14 -1.42973e+01  1.63608e-01  7.98275e-15 -7.66528e-01
0892  1.74578e+00  7.46625e-01  3.49812e-02  6.08336e+00 -3.07272e-14 -1.43130e+01  1.63251e-01  8.91971e-15 -7.65693e-01
0893  1.74768e+00  7.44999e-01  3.48543e-02  6.08335e+00 -3.02097e-14 -1.43286e+01  1.62896e-01  1.01038e-14 -7.64860e-01
0894  1.74959e+00  7.43379e-01  3.47280e-02  6.08335e+00 -2.89370e-14 -1.43442e+01  1.62541e-01  1.01479e-14 -7.64029e-01
0895  1.75149e+00  7.41764e-01  3.46022e-02  6.08334e+00 -2.75291e-14 -1.43599e+01  1.62188e-01  9.48998e-15 -7.63199e-01
0896  1.75339e+00  7.40154e-01  3.44771e-02  6.08334e+00 -2.64187e-14 -1.43755e+01  1.61836e-01  8.51048e-15 -7.62371e-01
0897  1.75530e+00  7.38550e-01  3.43525e-02  6.08333e+00 -2.47891e-14 -1.43911e+01  1.61485e-01  8.83477e-15 -7.61545e-01
0898  1.75720e+00  7.36951e-01  3.42285e-02  6.08333e+00 -2.14381e-14 -1.44067e+01  1.61135e-01  9.13680e-15 -7.60721e-01
0899  1.75911e+00  7.35356e-01  3.41051e-02  6.08332e+00 -1.84607e-14 -1.44224e+01  1.60786e-01  6.94317e-15 -7.59898e-01
0900  1.76101e+00  7.33768e-01  3.39823e-02  6.08331e+00 -1.69641e-14 -1.44380e+01  1.60439e-01  3.44875e-15 -7.59078e-01
0901  1.76292e+00  7.32184e-01  3.38601e-02  6.08331e+00 -1.64869e-14 -1.44536e+01  1.60092e-01  1.27450e-15 -7.58259e-01
0902  1.76482e+00  7.30605e-01  3.37384e-02  6.08330e+00 -1.62340e-14 -1.44693e+01  1.59747e-01  1.00480e-15 -7.57441e-01
0903  1.76672e+00  7.29032e-01  3.36173e-02  6.08330e+00 -1.57271e-14 -1.44849e+01  1.59403e-01  1.85223e-15 -7.56626e-01
0904  1.76863e+00  7.27463e-01  3.34968e-02  6.08329e+00 -1.41384e-14 -1.45005e+01  1.59060e-01  3.49502e-15 -7.55812e-01
0905  1.77053e+00  7.25900e-01  3.33768e-02  6.08329e+00 -1.17048e-14 -1.45161e+01  1.58718e-01  3.26304e-15 -7.55000e-01
0906  1.77244e+00  7.24341e-01  3.32574e-02  6.08328e+00 -9.63907e-15 -1.45318e+01  1.58377e-01  1.73539e-15 -7.54190e-01
0907  1.77434e+00  7.22788e-01  3.31385e-02  6.08328e+00 -8.20207e-15 -1.45474e+01  1.58037e-01  3.74977e-16 -7.53382e-01
0908  1.77625e+00  7.21240e-01  3.30202e-02  6.08327e+00 -6.82049e-15 -1.45630e+01  1.57699e-01  7.07458e-16 -7.52575e-01
0909  1.77815e+00  7.19696e-01  3.29024e-02  6.08327e+00 -4.29649e-15 -1.45786e+01  1.57361e-01  3.24038e-15 -7.51770e-01
0910  1.78005e+00  7.18158e-01  3.27852e-02  6.08326e+00  4.65551e-16 -1.45943e+01  1.57024e-01  5.41178e-15 -7.50967e-01
0911  1.78196e+00  7.16624e-01  3.26685e-02  6.08326e+00  6.66543e-15 -1.46099e+01  1.56689e-01  5.17141e-15 -7.50165e-01
0912  1.78386e+00  7.15096e-01  3.25524e-02  6.08325e+00  9.16076e-15 -1.46255e+01  1.56355e-01  2.36519e-15 -7.49366e-01
0913  1.78577e+00  7.13572e-01  3.24368e-02  6.08325e+00  9.09640e-15 -1.46412e+01  1.56021e-01 -2.63117e-15 -7.48567e-01
0914  1.78767e+00  7.12053e-01  3.23217e-02  6.08324e+00  8.59858e-15 -1.46568e+01  1.55689e-01 -7.30306e-15 -7.47771e-01
0915  1.78958e+00  7.10539e-01  3.22071e-02  6.08324e+00  7.29078e-15 -1.46724e+01  1.55358e-01 -9.08482e-15 -7.46976e-01
0916  1.79148e+00  7.09030e-01  3.20931e-02  6.08323e+00  5.19303e-15 -1.46880e+01  1.55028e-01 -1.00378e-14 -7.46183e-01
0917  1.79338e+00  7.07525e-01  3.19796e-02  6.08323e+00  2.00320e-15 -1.47037e+01  1.54699e-01 -1.10912e-14 -7.45392e-01
0918  1.79529e+00  7.06026e-01  3.18667e-02  6.08322e+00 -2.24782e-15 -1.47193e+01  1.54371e-01 -1.13963e-14 -7.44602e-01
0919  1.79719e+00  7.04531e-01  3.17542e-02  6.08322e+00 -3.87138e-15 -1.47349e+01  1.54044e-01 -8.69798e-15 -7.43814e-01
0920  1.79910e+00  7.03041e-01  3.16423e-02  6.08321e+00 -3.81416e-15 -1.47505e+01  1.53718e-01 -3.38045e-15 -7.43028e-01
0921  1.80100e+00  7.01555e-01  3.15309e-02  6.08321e+00 -3.14178e-15 -1.47662e+01  1.53393e-01  4.11703e-16 -7.42243e-01
0922  1.80291e+00  7.00075e-01  3.14199e-02  6.08320e+00 -7.37800e-16 -1.47818e+01  1.53069e-01  1.67954e-15 -7.41460e-01
0923  1.80481e+00  6.98599e-01  3.13095e-02  6.08320e+00  2.58931e-15 -1.47974e+01  1.52746e-01  1.38258e-15 -7.40679e-01
0924  1.80671e+00  6.97127e-01  3.11996e-02  6.08319e+00  4.71236e-15 -1.48131e+01  1.52424e-01 -1.07793e-16 -7.39899e-01
0925  1.80862e+00  6.95661e-01  3.10902e-02  6.08319e+00  6.06461e-15 -1.48287e+01  1.52104e-01 -1.02286e-15 -7.39121e-01
0926  1.81052e+00  6.94199e-01  3.09813e-02  6.08318e+00  6.53902e-15 -1.48443e+01  1.51784e-01 -1.75221e-15 -7.38345e-01
0927  1.81243e+00  6.92741e-01  3.08729e-02  6.08318e+00  6.64917e-15 -1.48599e+01  1.51465e-01 -2.07300e-15 -7.37570e-01
0928  1.81433e+00  6.91288e-01  3.07650e-02  6.08317e+00  6.87032e-15 -1.48756e+01  1.51147e-01 -1.76049e-15 -7.36797e-01
0929  1.81624e+00  6.89840e-01  3.06576e-02  6.08317e+00  7.76047e-15 -1.48912e+01  1.50830e-01 -5.11252e-16 -7.36025e-01
0930  1.81814e+00  6.88396e-01  3.05506e-02  6.08316e+00  9.65178e-15 -1.49068e+01  1.50515e-01  1.08433e-15 -7.35255e-01
0931  1.82004e+00  6.86957e-01  3.04442e-02  6.08316e+00  1.23354e-14 -1.49225e+01  1.50200e-01  3.29963e-15 -7.34487e-01
0932  1.82195e+00  6.85522e-01  3.03382e-02  6.08315e+00  1.64509e-14 -1.49381e+01  1.49886e-01  6.47819e-15 -7.33720e-01
0933  1.82385e+00  6.84092e-01  3.02327e-02  6.08315e+00  2.23481e-14 -1.49537e+01  1.49573e-01  8.39696e-15 -7.32955e-01
0934  1.82576e+00  6.82667e-01  3.01277e-02  6.08314e+00  2.68820e-14 -1.49693e+01  1.49261e-01  8.31958e-15 -7.32191e-01
0935  1.82766e+00  6.81245e-01  3.00231e-02  6.08314e+00  2.75978e-14 -1.49850e+01  1.48950e-01  5.98975e-15 -7.31429e-01
0936  1.82957e+00  6.79828e-01  2.99191e-02  6.08313e+00  2.70075e-14 -1.50006e+01  1.48641e-01 -2.88341e-16 -7.30669e-01
0937  1.83147e+00  6.78416e-01  2.98155e-02  6.08313e+00  2.48468e-14 -1.50162e+01  1.48332e-01 -4.27451e-15 -7.29910e-01
0938  1.83337e+00  6.77008e-01  2.97123e-02  6.08312e+00  2.21331e-14 -1.50318e+01  1.48024e-01 -4.28023e-15 -7.29153e-01
0939  1.83528e+00  6.75604e-01  2.96096e-02  6.08312e+00  1.89191e-14 -1.50475e+01  1.47717e-01 -3.77488e-15 -7.28397e-01
0940  1.83718e+00  6.74205e-01  2.95074e-02  6.08311e+00  1.75597e-14 -1.50631e+01  1.47410e-01 -1.89592e-15 -7.27643e-01
0941  1.83909e+00  6.72810e-01  2.94057e-02  6.08311e+00  1.79317e-14 -1.50787e+01  1.47105e-01  7.34002e-16 -7.26891e-01
0942  1.84099e+00  6.71419e-01  2.93044e-02  6.08310e+00  1.89683e-14 -1.50944e+01  1.46801e-01  1.66404e-15 -7.26140e-01
0943  1.84290e+00  6.70033e-01  2.92035e-02  6.08310e+00  2.00449e-14 -1.51100e+01  1.46498e-01  1.91557e-15 -7.25390e-01
0944  1.84480e+00  6.68651e-01  2.91031e-02  6.08309e+00  2.07777e-14 -1.51256e+01  1.46196e-01  2.32385e-15 -7.24642e-01
0945  1.84670e+00  6.67273e-01  2.90032e-02  6.08309e+00  2.19196e-14 -1.51412e+01  1.45894e-01  3.58204e-15 -7.23896e-01
0946  1.84861e+00  6.65900e-01  2.89037e-02  6.08308e+00  2.42383e-14 -1.51569e+01  1.45594e-01  4.91626e-15 -7.23151e-01
0947  1.85051e+00  6.64530e-01  2.88046e-02  6.08308e+00  2.64422e-14 -1.51725e+01  1.45294e-01  4.88125e-15 -7.22408e-01
0948  1.85242e+00  6.63165e-01  2.87060e-02  6.08307e+00  2.67005e-14 -1.51881e+01  1.44996e-01  3.94917e-15 -7.21666e-01
0949  1.85432e+00  6.61805e-01  2.86078e-02  6.08307e+00  2.67094e-14 -1.52037e+01  1.44698e-01  2.95563e-15 -7.20926e-01
0950  1.85623e+00  6.60448e-01  2.85100e-02  6.08306e+00  2.58962e-14 -1.52194e+01  1.44401e-01  1.96082e-15 -7.20187e-01
0951  1.85813e+00  6.59095e-01  2.84127e-02  6.08305e+00  2.38780e-14 -1.52350e+01  1.44106e-01  2.31952e-15 -7.19450e-01
0952  1.86003e+00  6.57747e-01  2.83159e-02  6.08305e+00  2.20524e-14 -1.52506e+01  1.43811e-01  4.08976e-15 -7.18715e-01
0953  1.86194e+00  6.56403e-01  2.82194e-02  6.08304e+00  2.09893e-14 -1.52663e+01  1.43517e-01  5.63882e-15 -7.17980e-01
0954  1.86384e+00  6.55063e-01  2.81234e-02  6.08304e+00  2.02526e-14 -1.52819e+01  1.43224e-01  5.69974e-15 -7.17248e-01
0955  1.86575e+00  6.53727e-01  2.80278e-02  6.08303e+00  1.93047e-14 -1.52975e+01  1.42931e-01  4.17390e-15 -7.16517e-01
0956  1.86765e+00  6.52395e-01  2.79326e-02  6.08303e+00  1.69846e-14 -1.53131e+01  1.42640e-01  1.08251e-15 -7.15787e-01
0957  1.86956e+00  6.51067e-01  2.78378e-02  6.08302e+00  1.36213e-14 -1.53288e+01  1.42350e-01  1.68715e-16 -7.15059e-01
0958  1.87146e+00  6.49743e-01  2.77435e-02  6.08302e+00  1.00448e-14 -1.53444e+01  1.42060e-01  1.33820e-16 -7.14332e-01
0959  1.87336e+00  6.48424e-01  2.76496e-02  6.08301e+00  6.35630e-15 -1.53600e+01  1.41771e-01 -1.16377e-16 -7.13607e-01
0960  1.87527e+00  6.47108e-01  2.75560e-02  6.08301e+00  3.20215e-15 -1.53756e+01  1.41484e-01 -2.08627e-16 -7.12883e-01
0961  1.87717e+00  6.45796e-01  2.74629e-02  6.08300e+00  1.66976e-15 -1.53913e+01  1.41197e-01 -4.65384e-18 -7.12161e-01
0962  1.87908e+00  6.44488e-01  2.73702e-02  6.08300e+00  1.72501e-15 -1.54069e+01  1.40911e-01  1.09886e-15 -7.11440e-01
0963  1.88098e+00  6.43185e-01  2.72780e-02  6.08299e+00  2.16505e-15 -1.54225e+01  1.40625e-01  2.89191e-15 -7.10721e-01
0964  1.88289e+00  6.41885e-01  2.71861e-02  6.08299e+00  3.58244e-15 -1.54381e+01  1.40341e-01  4.20617e-15 -7.10003e-01
0965  1.88479e+00  6.40589e-01  2.70946e-02  6.08298e+00  5.73261e-15 -1.54538e+01  1.40058e-01  4.55122e-15 -7.09286e-01
0966  1.88669e+00  6.39297e-01  2.70035e-02  6.08298e+00  8.57867e-15 -1.54694e+01  1.39775e-01  4.65965e-15 -7.08571e-01
0967  1.88860e+00  6.38009e-01  2.69128e-02  6.08297e+00  1.17880e-14 -1.54850e+01  1.39493e-01  4.43059e-15 -7.07858e-01
0968  1.89050e+00  6.36725e-01  2.68225e-02  6.08297e+00  1.46223e-14 -1.55007e+01  1.39212e-01  3.57451e-15 -7.07145e-01
0969  1.89241e+00  6.35444e-01  2.67326e-02  6.08296e+00  1.69802e-14 -1.55163e+01  1.38932e-01  2.48237e-15 -7.06435e-01
0970  1.89431e+00  6.34168e-01  2.66431e-02  6.08296e+00  1.83425e-14 -1.55319e+01  1.38653e-01  1.05178e-15 -7.05725e-01
0971  1.89622e+00  6.32895e-01  2.65540e-02  6.08295e+00  1.95985e-14 -1.55475e+01  1.38375e-01  1.05287e-16 -7.05017e-01
0972  1.89812e+00  6.31627e-01  2.64653e-02  6.08295e+00  2.02687e-14 -1.55632e+01  1.38097e-01 -1.02156e-15 -7.04311e-01
0973  1.90002e+00  6.30362e-01  2.63769e-02  6.08294e+00  2.02379e-14 -1.55788e+01  1.37821e-01 -1.95663e-15 -7.03606e-01
0974  1.90193e+00  6.29101e-01  2.62890e-02  6.08294e+00  2.01962e-14 -1.55944e+01  1.37545e-01 -2.73723e-15 -7.02902e-01
0975  1.90383e+00  6.27843e-01  2.62014e-02  6.08293e+00  2.02956e-14 -1.56100e+01  1.37270e-01 -3.24294e-15 -7.02200e-01
0976  1.90574e+00  6.26590e-01  2.61142e-02  6.08293e+00  2.11511e-14 -1.56257e+01  1.36996e-01 -3.86361e-15 -7.01499e-01
0977  1.90764e+00  6.25340e-01  2.60274e-02  6.08292e+00  2.23994e-14 -1.56413e+01  1.36722e-01 -5.71752e-15 -7.00800e-01
0978  1.90955e+00  6.24094e-01  2.59409e-02  6.08292e+00  2.31033e-14 -1.56569e+01  1.36450e-01 -7.78522e-15 -7.00102e-01
0979  1.91145e+00  6.22851e-01  2.58548e-02  6.08291e+00  2.33830e-14 -1.56726e+01  1.36178e-01 -8.70234e-15 -6.99405e-01
0980  1.91335e+00  6.21612e-01  2.57691e-02  6.08291e+00  2.33273e-14 -1.56882e+01  1.35907e-01 -9.17661e-15 -6.98710e-01
0981  1.91526e+00  6.20377e-01  2.56838e-02  6.08290e+00  2.27594e-14 -1.57038e+01  1.35637e-01 -9.36183e-15 -6.98016e-01
0982  1.91716e+00  6.19146e-01  2.55988e-02  6.08290e+00  2.16768e-14 -1.57194e+01  1.35368e-01 -9.27441e-15 -6.97324e-01
0983  1.91907e+00  6.17919e-01  2.55142e-02  6.08289e+00  2.05361e-14 -1.57351e+01  1.35099e-01 -9.18287e-15 -6.96633e-01
0984  1.92097e+00  6.16695e-01  2.54300e-02  6.08289e+00  1.95257e-14 -1.57507e+01  1.34831e-01 -9.31651e-15 -6.95943e-01
0985  1.92288e+00  6.15474e-01  2.53461e-02  6.08288e+00  1.81140e-14 -1.57663e+01  1.34564e-01 -1.01667e-14 -6.95254e-01
0986  1.92478e+00  6.14257e-01  2.52626e-02  6.08288e+00  1.52443e-14 -1.57819e+01  1.34298e-01 -1.07406e-14 -6.94567e-01
0987  1.92668e+00  6.13044e-01  2.51794e-02  6.08287e+00  1.28154e-14 -1.57976e+01  1.34033e-01 -9.73115e-15 -6.93882e-01
0988  1.92859e+00  6.11835e-01  2.50966e-02  6.08287e+00  1.18900e-14 -1.58132e+01  1.33768e-01 -7.86995e-15 -6.93197e-01
0989  1.93049e+00  6.10629e-01  2.50141e-02  6.08286e+00  1.17307e-14 -1.58288e+01  1.33505e-01 -6.79724e-15 -6.92515e-01
0990  1.93240e+00  6.09426e-01  2.49320e-02  6.08286e+00  1.14185e-14 -1.58444e+01  1.33242e-01 -7.02715e-15 -6.91833e-01
0991  1.93430e+00  6.08227e-01  2.48503e-02  6.08285e+00  1.08377e-14 -1.58601e+01  1.32979e-01 -8.17022e-15 -6.91153e-01
0992  1.93621e+00  6.07032e-01  2.47689e-02  6.08285e+00  9.31131e-15 -1.58757e+01  1.32718e-01 -1.06738e-14 -6.90474e-01
0993  1.93811e+00  6.05840e-01  2.46878e-02  6.08284e+00  7.04338e-15 -1.58913e+01  1.32457e-01 -1.23836e-14 -6.89796e-01
0994  1.94001e+00  6.04652e-01  2.46071e-02  6.08284e+00  3.57466e-15 -1.59070e+01  1.32197e-01 -1.34963e-14 -6.89120e-01
0995  1.94192e+00  6.03467e-01  2.45267e-02  6.08283e+00 -1.19232e-15 -1.59226e+01  1.31938e-01 -1.34890e-14 -6.88445e-01
0996  1.94382e+00  6.02286e-01  2.44467e-02  6.08283e+00 -5.70115e-15 -1.59382e+01  1.31680e-01 -1.29522e-14 -6.87771e-01
0997  1.94573e+00  6.01108e-01  2.43670e-02  6.08282e+00 -7.82400e-15 -1.59538e+01  1.31422e-01 -1.14067e-14 -6.87099e-01
0998  1.94763e+00  5.99934e-01  2.42876e-02  6.08282e+00 -8.05259e-15 -1.59695e+01  1.31165e-01 -8.42384e-15 -6.86428e-01
0999  1.94954e+00  5.98763e-01  2.42086e-02  6.08281e+00 -7.77779e-15 -1.59851e+01  1.30909e-01 -3.57677e-15 -6.85758e-01
1000  1.95144e+00  5.97595e-01  2.41299e-02  6.08281e+00 -6.03325e-15 -1.60007e+01  1.30654e-01  2.10425e-15 -6.85090e-01
1001  1.95335e+00  5.96431e-01  2.40516e-02  6.08280e+00 -1.47734e-15 -1.60163e+01  1.30399e-01  4.79292e-15 -6.84423e-01
1002  1.95525e+00  5.95270e-01  2.39735e-02  6.08280e+00  2.22246e-15 -1.60320e+01  1.30145e-01  4.27143e-15 -6.83757e-01
1003  1.95715e+00  5.94113e-01  2.38958e-02  6.08279e+00  2.66359e-15 -1.60476e+01  1.29892e-01  1.97281e-15 -6.83093e-01
1004  1.95906e+00  5.92959e-01  2.38185e-02  6.08279e+00  2.31129e-15 -1.60632e+01  1.29640e-01 -1.36477e-15 -6.82429e-01
1005  1.96096e+00  5.91808e-01  2.37414e-02  6.08279e+00  5.92529e-16 -1.60788e+01  1.29388e-01 -3.55966e-15 -6.81768e-01
1006  1.96287e+00  5.90661e-01  2.36647e-02  6.08278e+00 -3.06074e-15 -1.60945e+01  1.29137e-01 -4.22272e-15 -6.81107e-01
1007  1.96477e+00  5.89517e-01  2.35883e-02  6.08278e+00 -8.19731e-15 -1.61101e+01  1.28887e-01 -3.88377e-15 -6.80448e-01
1008  1.96668e+00  5.88376e-01  2.35122e-02  6.08277e+00 -1.15601e-14 -1.61257e+01  1.28637e-01 -1.69174e-15 -6.79789e-01
1009  1.96858e+00  5.87239e-01  2.34365e-02  6.08277e+00 -1.17750e-14 -1.61413e+01  1.28389e-01  2.53858e-15 -6.79133e-01
1010  1.97048e+00  5.86105e-01  2.33610e-02  6.08276e+00 -1.11820e-14 -1.61570e+01  1.28141e-01  6.37055e-15 -6.78477e-01
1011  1.97239e+00  5.84974e-01  2.32859e-02  6.08276e+00 -9.07607e-15 -1.61726e+01  1.27893e-01  7.26885e-15 -6.77823e-01
1012  1.97429e+00  5.83847e-01  2.32111e-02  6.08275e+00 -7.71786e-15 -1.61882e+01  1.27647e-01  6.18914e-15 -6.77170e-01
1013  1.97620e+00  5.82723e-01  2.31366e-02  6.08275e+00 -7.73823e-15 -1.62039e+01  1.27401e-01  3.73224e-15 -6.76518e-01
1014  1.97810e+00  5.81602e-01  2.30624e-02  6.08274e+00 -8.51862e-15 -1.62195e+01  1.27156e-01  1.53124e-15 -6.75868e-01
1015  1.98001e+00  5.80484e-01  2.29885e-02  6.08274e+00 -1.02152e-14 -1.62351e+01  1.26911e-01  1.27982e-15 -6.75218e-01
1016  1.98191e+00  5.79370e-01  2.29149e-02  6.08273e+00 -1.20526e-14 -1.62507e+01  1.26667e-01  1.22539e-15 -6.74570e-01
1017  1.98381e+00  5.78258e-01  2.28417e-02  6.08273e+00 -1.43635e-14 -1.62664e+01  1.26424e-01  5.68238e-16 -6.73924e-01
1018  1.98572e+00  5.77150e-01  2.27687e-02  6.08272e+00 -1.79889e-14 -1.62820e+01  1.26182e-01 -1.43536e-17 -6.73278e-01
1019  1.98762e+00  5.76045e-01  2.26961e-02  6.08272e+00 -2.12235e-14 -1.62976e+01  1.25940e-01  9.83175e-16 -6.72634e-01
1020  1.98953e+00  5.74944e-01  2.26234e-02  6.08271e+00 -2.23175e-14 -1.63132e+01  1.25699e-01  3.39851e-15 -6.71991e-01
1021  1.99143e+00  5.73844e-01  2.25525e-02  6.08271e+00 -2.22956e-14 -1.63289e+01  1.25459e-01  5.82989e-15 -6.71348e-01
1022  1.99334e+00  5.72755e-01  2.24765e-02  6.08270e+00 -2.21452e-14 -1.63444e+01  1.25219e-01  6.82334e-15 -6.70712e-01
1023  1.99524e+00  5.71632e-01  2.24175e-02  6.08269e+00 -2.13518e-14 -1.63605e+01  1.24981e-01  8.16697e-15 -6.70053e-01
1024  1.99714e+00  5.70664e-01  2.22853e-02  6.08269e+00 -1.96463e-14 -1.63744e+01  1.24742e-01  9.77280e-15 -6.69492e-01
1025  1.99905e+00  5.68856e-01  2.23111e-02  6.08265e+00 -1.40166e-14 -1.64004e+01  1.24505e-01  1.21872e-14 -6.68400e-01
